Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1992-0058-PAK,1992,58,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Quetta,,,,,No,No,,6,Richter,29.3 N,66.7 E,5:51,,1992,8,28,1992,8,28,4,,,,,,,,54.88464241,,,,
1992-0202-PAK,1992,202,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Peshawar, Kohat districts",,,,,No,No,,6,Richter,33.377 N,71.317 E,,,1992,5,20,1992,5,20,36,100,,2000,2100,,,,54.88464241,,,,
1993-0280-IDN,1993,280,,Technological,Technological,Industrial accident,Collapse,,,Indonesia,IDN,South-Eastern Asia,Asia,Tembagapura (Irian Jaya province),,,,,,,,,m3,,,,,1993,6,7,1993,6,7,,,,,,,,13000,56.50464564,,,,
1993-0074-IND,1993,74,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)",,,,Yes,No,No,16452,6,Richter,16.40 N,74.20 E,,,1993,9,29,1993,9,29,9748,30000,,,30000,,,280000,56.50464564,,,,
1993-0581-IND,1993,581,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Latur area,,,,,No,No,,5,Richter,18.120 N,76.533 E,,,1993,11,12,1993,11,12,,25,500,,525,,,,56.50464564,,,,
1993-0309-IND,1993,309,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Sundla (Himalach Pradesh),,,,,,,,,,,,,,1993,12,12,1993,12,12,20,6,,,6,,,,56.50464564,,,,
1993-0580-NPL,1993,580,,Natural,Geophysical,Earthquake,Ground movement,,,Nepal,NPL,Southern Asia,Asia,Northwestern,,,,,No,No,,5,Richter,28.723 N,82.280 E,,,1993,10,20,1993,10,20,,55,230,,285,,,,56.50464564,,,,
1994-0007-IDN,1994,7,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Liwa, Lampung Province (South Sumatra), Balikbukit, Belalau, Sumberjaya",,"Slide (land, mud, snow, rock)",,Yes,No,No,1458,7,Richter,4.967 S,104.302 E,0:08,,1994,2,16,1994,2,16,207,1449,37620,10330,49399,,,170476,57.97797424,,,,
1994-0006-IDN,1994,6,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,(1) Irian Jaya region(2) Halmahera,,,,,No,No,,7,Richter,1.015 N,127.733 E,11:25,,1994,1,21,1994,1,21,7,40,200000,,200040,,,,57.97797424,,,,
1989-0553-VNM,1989,553,,Technological,Technological,Miscellaneous accident,Collapse,,,Viet Nam,VNM,South-Eastern Asia,Asia,Hue,,,,,,,,,,,,,,1989,1,10,1989,1,10,29,,,,,,,,48.48936537,,,,
1991-0281-VNM,1991,281,,Technological,Technological,Industrial accident,Collapse,,Mine,Viet Nam,VNM,South-Eastern Asia,Asia,Chau Binh (Nghe Tin Province),,,,,,,,,m3,,,,,1991,6,,1991,6,,300,,,,,,,,53.27115662,,,,
1992-0392-THA,1992,392,,Technological,Technological,Miscellaneous accident,Collapse,,Hotel,Thailand,THA,South-Eastern Asia,Asia,Bangkok,,,,,,,,,,,,,,1992,2,7,1992,2,7,20,,,,,,,,54.88464241,,,,
1993-0026-THA,1993,26,,Technological,Technological,Miscellaneous accident,Collapse,,"Hotel ""Royal Plaza""",Thailand,THA,South-Eastern Asia,Asia,Nakhov Ratchasima,,,,,,,,,,,,,,1993,8,13,1993,8,13,135,270,,,270,,,,56.50464564,,,,
1994-0057-AFG,1994,57,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Termez, Depth Shallow, Balkh and Jowzan Provinces, Mazar-I-Sharif District",,,,,No,No,50,6,Richter,37.0 N,67.0 E,16:31,,1994,5,1,1994,5,1,160,330,100000,,100330,,,,57.97797424,,,,
1994-0307-CHN,1994,307,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Fujian, Guandong provinces (China) Peng-hu (Taiwan)",,,,,No,No,,7,Richter,22.52 N,118.7 E,,,1994,9,15,1994,9,15,1,500,,,500,,,,57.97797424,,,,
1994-0600-CHN,1994,600,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Guangxi, Gungdong provinces",,,,,No,No,,6,Richter,20.485 N,109.406 E,,,1994,12,31,1994,12,31,,360,5500,,5860,,,,57.97797424,,,,
1994-0767-CHN,1994,767,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Gonghe area (Qinghai),,,,,No,No,,6,Richter,36.028 N,100.104 E,,,1994,1,3,1994,1,3,,5,280,,285,,,,57.97797424,,,,
1994-0354-CHN,1994,354,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Conghua (Guangdong province),,,,,,,,,,,,,,1994,10,4,1994,10,4,38,21,,,21,,,,57.97797424,,,,
1994-0746-CHN,1994,746,,Technological,Technological,Miscellaneous accident,Collapse,,Factory,China,CHN,Eastern Asia,Asia,Shenzhen,,,,,,,,,,,,,,1994,6,4,1994,6,4,11,63,,,63,,,,57.97797424,,,,
1995-0148-CHN,1995,148,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Lancang-Menglian-Ximeng area (Yunnan province),,,,,No,No,,7,Richter,21.966 N,99.196 E,4:47,,1995,7,12,1995,7,12,11,136,1000000,,1000136,,,36100,59.60449489,,,,
1995-0261-CHN,1995,261,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,No,No,,6,Richter,25.9 N,102.2 E,6:47,,1995,10,24,1995,10,24,46,297,,20000,20297,,,80000,59.60449489,,,,
1995-0457-CHN,1995,457,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Ganzu,,,,,No,No,,6,Richter,36.443 N,103.105 E,,,1995,7,21,1995,7,21,14,60,,5000,5060,,,,59.60449489,,,,
1995-0003-CHN,1995,3,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Tongling City (Shanxi Province),,,,,,,,,m3,,,,,1995,1,4,1995,1,4,16,5,,,5,,,,59.60449489,,,,
1995-0152-CHN,1995,152,,Technological,Technological,Miscellaneous accident,Collapse,,Dam,China,CHN,Eastern Asia,Asia,Tongshan (Hubei province),,,,,,,,,,,,,,1995,7,2,1995,7,2,34,,,196,196,,,199000,59.60449489,,,,
1996-0020-AFG,1996,20,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Pakhalsoz, Dar-E-Zand, Qala-E-Khwaja (Maimana, Faryab Province)",,,,,No,No,,,Richter,36.0 N,65.0 E,,,1996,1,31,1996,1,31,,,2500,750,3250,,,,61.35162973,,,,
1996-0021-CHN,1996,21,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Lishui, Ninglang, Haping counties (Lijian prefecture), Zhongdian (Diqing prefecture), Heqing, Jianchuan (Dali precture), Lanping (Nujiang prefecture) - Yunnan Province",,,,Yes,No,No,10381,7,Richter,25.04 N,102.41 E,19:14,,1996,2,3,1996,2,3,309,16925,3270000,1790870,5077795,,,506000,61.35162973,,,,
1996-0081-CHN,1996,81,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Guyang county (Inner Mongolia),,,,,No,No,,6,Richter,40.774 N,109.661 E,11:32,,1996,5,3,1996,5,3,18,300,200000,,200300,,,,61.35162973,,,,
1996-0136-CHN,1996,136,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,North Western Xinjiang,,,,,No,No,,7,Richter,39.28 N,76.44 E,23:00,,1996,3,19,1996,3,19,26,128,,33000,33128,,,24000,61.35162973,,,,
1996-0205-CHN,1996,205,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Lijiang (Yunnan Prov.),,,,,No,No,,6,Richter,26.51 N,100.16 E,3:24,,1996,9,25,1996,9,25,,137,,,137,,,,61.35162973,,,,
1996-0160-CHN,1996,160,,Technological,Technological,Miscellaneous accident,Collapse,,Building,China,CHN,Eastern Asia,Asia,Fujian Province,,,,,,,,,,,,,,1996,6,29,1996,6,29,15,25,,,25,,,,61.35162973,,,,
1996-0283-CHN,1996,283,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Guangdong Province,,,,,,,,,,,,,,1996,12,21,1996,12,21,29,60,,,60,,,,61.35162973,,,,
1996-0343-CHN,1996,343,,Technological,Technological,Industrial accident,Collapse,,Lead & Zinc Mine,China,CHN,Eastern Asia,Asia,Gansu,,,,,,,,,m3,,,,,1996,5,21,1996,5,21,33,,,,,,,,61.35162973,,,,
1997-0095-AFG,1997,95,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Herat area,,,,,No,No,,6,Richter,33.825 N,59.809 E,,,1997,5,10,1997,5,10,5,,,,,,,10,62.7858352,,,,
1997-0281-BGD,1997,281,,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,Chittagong,,,,,No,No,,6,Richter,22.212 N,92.702 E,17:23,,1997,11,22,1997,11,22,23,200,,,200,,,,62.7858352,,,,
