Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0526-CHN,2016,526,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Near Shihezi district (Xinjiang Uygur Zizhiqu province),,,,,,,,6,Richter,43.823,86.345,13:15,,2016,12,8,2016,12,8,,,9000,120,9120,,,135000,93.87843648,2,,13284,Changji Hui (Adm2).
2016-0536-CHN,2016,536,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shimen (Yunnan - Dali Bai),,,,,,,,5,Richter,26.077,99.539,1:05,,2016,5,18,2016,5,18,2,,,5000,5000,,,60000,93.87843648,2,,13312,Dali Bai (Adm2).
2016-0441-CHN,2016,441,,Technological,Technological,Industrial accident,Collapse,,Platform,China,CHN,Eastern Asia,Asia,Fengcheng (Jiangxi province),,,,,,,,,m3,,,,,2016,11,24,2016,11,24,68,2,,,2,,,,93.87843648,,,,
2016-0396-CHN,2016,396,,Technological,Technological,Miscellaneous accident,Collapse,,Building,China,CHN,Eastern Asia,Asia,Wenzhou (Zhejiang province),,,,,,,,,,,,,,2016,10,10,2016,10,10,22,6,,,6,,,,93.87843648,,,,
2017-0331-CHN,2017,331,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Aba prefecture, Jiuzhaigou County (Sichuan province)",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,33.193,103.855,21:20,,2017,8,8,2017,8,8,29,525,217500,300,218325,,,500000,95.87816577,2,,13270,Ngawa Tibetan and Qiang (Adm2).
2017-0113-CHN,2017,113,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yangbi (Yunnan province),,,,,,,,5,Richter,,,,,2017,3,26,2017,3,26,,1,,2105,2106,,,31000,95.87816577,1,929,,Yunnan Sheng (Adm1).
2017-0124-CHN,2017,124,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang region,,,,,,,,5,Richter,,,5:58,,2017,5,11,2017,5,11,8,23,,4560,4583,,,2000,95.87816577,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
2017-0513-CHN,2017,513,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Nyingchi (Tibet),,,,,,,,6,Richter,29.833,94.978,,,2017,11,18,2017,11,18,,3,23400,,23403,,,,95.87816577,2,,13302,Nyingtri (Adm2).
2018-0215-CHN,2018,215,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Ningjiang (Jilin province),,,,,,,,5,Richter,45.279,124.557,1:50,,2018,5,28,2018,5,28,,,12000,,12000,,,29000,98.21999062,2,,13174,Songyuan (Adm2).
2018-0323-CHN,2018,323,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yuxi (Yunnan province),,,,,,,,5,Richter,24.332,102.941,1:44,,2018,8,13,2018,8,13,,24,18000,,18024,,,50000,98.21999062,2,,13305,Yuxi (Adm2).
2018-0400-CHN,2018,400,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Yuncheng (Shandong province),,,,,,,,,m3,,,,,2018,10,20,2018,10,20,21,,22,,22,,,,98.21999062,,,,
2019-0096-CHN,2019,96,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan Province,,,,,,,,5,Richter,29.498,104.632,13:15,,2019,2,25,2019,2,25,2,12,32733,27,32772,,,2000,100,1,924,,Sichuan Sheng (Adm1).
2019-0259-CHN,2019,259,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yibin (Sichuan province),,,,,,,,6,Richter,28.405,104.957,22:55,,2019,6,17,2019,6,17,13,220,244000,,244220,,,1300000,100,2,,13266,Yibin (Adm2).
2019-0003-CHN,2019,3,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Shaanxi region,,,,,,,,,m3,,,,,2019,1,12,2019,1,12,19,,66,,66,,,,100,,,,
1909-0022-PAK,1909,22,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,,,,,,,,,7,Richter,30,68,5:11,,1909,10,21,1909,10,21,231,,,,,,,,3.522300102,,,,
2016-0458-IDN,2016,458,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Dompu district (Nusatenggara Barat Province),,,,,,,,6,Richter,-8.218,117.816,6:40,,2016,8,1,2016,8,1,,,3410,,3410,,,,93.87843648,2,,18144,Dompu (Adm2).
2016-0475-IDN,2016,475,EQ-2016-000127,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",,,,,Yes,,,7,Richter,5.281,96.108,5:00,,2016,12,7,2016,12,7,104,857,85161,,86018,,,100000,93.87843648,2,,17968,Pidie (Adm2).
2016-0383-MMR,2016,383,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Magway, Mandalay, Rakhine, Sagaing provinces",,,,,,,,7,Richter,20.923,94.569,,,2016,8,24,2016,8,24,4,2,1150,,1152,,,10000,93.87843648,1,2123;2130;2131;2133,,"Magway, Mandalay, Rakhine, Sagaing (Adm1)."
2017-0530-IDN,2017,530,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta,West Java (Ciamis regency), Central Java (Pekalongan) and Yogyakarta,",,,,,,,,7,Richter,-7.492,,,,2017,12,15,2017,12,15,4,36,8859,,8895,,,,95.87816577,1,1515;1516;1520;73613,,"Daerah Istimewa Yogyakarta, Dki Jakarta, Jawa Barat, Jawa Tengah (Adm1)."
2017-0125-IND,2017,125,,Technological,Technological,Miscellaneous accident,Collapse,,Wall,India,IND,Southern Asia,Asia,Bharatpur (Rajasthan),,,,,,,,,,,,,,2017,5,10,2017,5,10,26,28,,,28,,,,95.87816577,,,,
2017-0295-IND,2017,295,,Technological,Technological,Miscellaneous accident,Collapse,,Buidling,India,IND,Southern Asia,Asia,Bombay,,,,,,,,,,,,,,2017,7,25,2017,7,25,17,28,,,28,,,,95.87816577,,,,
2017-0369-IND,2017,369,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bombay,,,,,,,,,,,,,,2017,8,31,2017,8,31,33,,,,,,,,95.87816577,,,,
2017-0099-LKA,2017,99,,Technological,Technological,Miscellaneous accident,Collapse,,,Sri Lanka,LKA,Southern Asia,Asia,Kolonnawa (near Colombo),,,,,,,,,,,,,,2017,4,18,2017,4,18,29,,1700,,1700,,,,95.87816577,,,,
2017-0433-MYS,2017,433,,Technological,Technological,Industrial accident,Collapse,,Construction site,Malaysia,MYS,South-Eastern Asia,Asia,Penang Isl.,,,,,,,,,m3,,,,,2017,10,21,2017,10,21,11,,,,,,,,95.87816577,,,,
2018-0257-IDN,2018,257,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lombok, sumbawa",,Tsunami/Tidal wave,,,,,,7,Richter,-8.287,116.452,18:46,,2018,8,5,2018,8,5,564,1584,445343,70000,516927,,,790000,98.21999062,2,,18145;18146;18147;73736;73857;73858,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur, Sumbawa, Sumbawa Barat (Adm2)."
2018-0031-IDN,2018,31,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",,,,,,,,6,Richter,-7.196,105.918,14:00,,2018,1,23,2018,1,23,1,11,13800,,13811,,,80000,98.21999062,1;2,1516,18008;18010;18016;18020;18022;18024;18026,"Dki Jakarta (Adm1). Bogor, Cianjur, Kota Bogor, Lebak, Pandeglang, Serang, Sukabumi (Adm2)."
2018-0254-IDN,2018,254,EQ-2018-000122,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)",,,,,,,,6,Richter,-8.274,116.491,5:47,,2018,7,29,2018,7,29,14,135,102717,,102852,,,29000,98.21999062,2,,18145;18146;18147;73736,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
2018-0302-IDN,2018,302,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl.,,,,,,,,7,Richter,-8.325,116.577,,,2018,8,19,2018,8,19,10,24,755,,779,,,5000,98.21999062,2,,18145;18146;18147;73736,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
2018-0100-PAK,2018,100,,Technological,Technological,Miscellaneous accident,Collapse,,Roof,Pakistan,PAK,Southern Asia,Asia,Sindh province,,,,,,,,,,,,,,2018,3,28,2018,3,28,11,9,,,9,,,,98.21999062,,,,
2018-0151-PAK,2018,151,,Technological,Technological,Miscellaneous accident,Collapse,,,Pakistan,PAK,Southern Asia,Asia,"Jagran ravin (Kundal Shahi, Kashmir)",,,,,,,,,,,,,,2018,5,13,2018,5,13,17,,,,,,,,98.21999062,,,,
2019-0083-IDN,2019,83,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Bolaang Mongondow Regency (North Sulawesi Province),,"Slide (land, mud, snow, rock)",,,,,,,m3,,,,,2019,2,26,2019,2,26,13,,19,,19,,,,100,,,,
2019-0334-IDN,2019,334,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku Province,,Tsunami/Tidal wave,,,,Yes,,7,Richter,-0.586,128.034,,,2019,7,14,2019,7,14,8,134,5790,5880,11804,,,,100,1,73616,,Maluku Utara (Adm1).
2019-0085-IDN,2019,85,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,,,,,,,,5,Richter,-1.301,101.601,,,2019,2,28,2019,2,28,,48,1715,,1763,,,,100,1,1535,,Sumatera Barat (Adm1).
2019-0109-IDN,2019,109,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,,,,,,6,Richter,-8.418,116.52,15:07,,2019,3,17,2019,3,17,9,45,1250,,1295,,,,100,2,,18145;18146;18147;73736,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
2019-0377-IDN,2019,377,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),,,,,,,,7,Richter,-7.282,104.791,19:03,104.791,2019,8,2,2019,8,2,6,4,2100,,2104,,,,100,2,,18022;18134,"Kota Bandarlampung, Pandeglang (Adm2)."
2019-0177-MMR,2019,177,,Technological,Technological,Industrial accident,Collapse,,,Myanmar,MMR,South-Eastern Asia,Asia,"Maw Wun Kalay village, Hpakant (Kachin state)",Landslide,,,,,,,,m3,,,,,2019,4,22,2019,4,22,54,,,,,,,,100,,,,
1913-0028-CHN,1913,28,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,7,Richter,24.15,102.45,23:37,,1913,12,21,1913,12,21,942,112,,,112,,,,3.874530112,,,,
1915-0014-CHN,1915,14,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,,,,,,,,,7,Richter,29.5,91.5,8:29,,1915,12,3,1915,12,3,170,,,,,,,,3.965849004,,,,
1924-0010-CHN,1924,10,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang,,,,,,,,7,Richter,36.983,164,10:30,,1924,7,3,1924,7,3,100,,,,,,,,6.718461305,,,,
1925-0014-CHN,1925,14,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,6,Richter,27,100,,,1925,10,15,1925,10,15,12,,,1500,1500,,,,6.875007977,,,,
1930-0029-CHN,1930,29,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,6,Richter,26.8,103,20:18,,1930,5,14,1930,5,14,42,,,,,,,,6.548869078,,,,
1930-0031-CHN,1930,31,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,6,Richter,30,100,17:51,,1930,8,24,1930,8,24,200,,,,,,,,6.548869078,,,,
1931-0020-CHN,1931,20,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang Weiwuer Zizhiqu province,,,,,,,,8,Richter,46.817,89.915,3:18,,1931,8,11,1931,8,11,10000,,,,,,,,5.961819061,,,,
1935-0032-CHN,1935,32,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,6,Richter,28.7,103.6,14:10,,1935,12,18,1935,12,18,100,,,,,,,,5.374769044,,,,
1936-0027-CHN,1936,27,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Gansu province,,,,,,,,7,Richter,35.4,103.4,15:56,,1936,2,7,1936,2,7,,,,48250,48250,,,,5.439996824,,,,
1936-0030-CHN,1936,30,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Gansu province,,,,,,,,6,Richter,34.2,105.7,13:24,,1936,8,1,1936,8,1,115,31,,22295,22326,,,,5.439996824,,,,
1936-0032-CHN,1936,32,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,6,Richter,26.6,103,,,1936,8,17,1936,8,17,30,,,,,,,,5.439996824,,,,
1937-0023-CHN,1937,23,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shandong province,,,,,,,,,Richter,35.259,115.184,4:35,,1937,8,1,1937,8,1,390,,,,,,,,5.635680163,,,,
1940-0032-CHN,1940,32,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,6,Richter,23.9,102.3,20:43,,1940,4,6,1940,4,6,181,475,,57780,58255,,,,5.492179048,,,,
1940-0034-CHN,1940,34,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Liaoning province,,,,,,,,6,Richter,40.2,122,18:55,,1940,8,5,1940,8,5,,,,5950,5950,,,,5.492179048,,,,
1941-0031-CHN,1941,31,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Heilongjiang province,,,,,,,,6,Richter,47,127.2,0:18,,1931,5,6,1931,5,6,132,203,,31605,31808,,,,5.766135722,,,,
1941-0033-CHN,1941,33,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichan province,,,,,,,,6,Richter,31.7,102.3,22:24,,1941,10,8,1941,10,8,15,10,,350,360,,,,5.766135722,,,,
1942-0038-CHN,1942,38,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Simao (Yunnan province),,,,,,,,7,Richter,23.1,100.3,0:30,,1942,2,2,1942,2,2,90,,,,,,,,6.405367963,,,,
1945-0020-CHN,1945,20,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Hebei province,,,,,,,,6,Richter,39.5,119,23:34,,1945,9,23,1945,9,23,17,30,,,30,,,,7.05764576,,,,
1948-0033-CHN,1948,33,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,7,Richter,29.5,100.5,14:11,,1948,5,25,1948,5,25,800,200,,3000,3200,,,,9.418891383,,,,
1948-0034-CHN,1948,34,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,7,Richter,26.4,99.7,7:08,,1948,6,27,1948,6,27,110,1000,,3000,4000,,,,9.418891383,,,,
1949-0029-CHN,1949,29,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang province,,,,,,,,7,Richter,42,84,22:08,,1949,2,23,1949,2,23,21,17,,5050,5067,,,,9.327572492,,,,
1951-0046-CHN,1951,46,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,Tsunami/Tidal wave,,,,,,6,Richter,26.7,100,15:37,,1951,8,19,1951,8,19,,,,149450,149450,,,,10.17553363,,,,
1952-0040-CHN,1952,40,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Tibet (Xizang province),,,,,,,,7,Richter,30.648,91.601,22:02,,1952,8,17,1952,8,17,54,,,3870,3870,,,,10.41035363,,,,
1952-0041-CHN,1952,41,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,,,,6,Richter,22.9,99.7,22:09,,1952,12,8,1952,12,8,,,,300,300,,,,10.41035363,,,,
1967-0132-CHN,1967,132,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,6,Richter,30.2,104.1,21:45,,1967,1,24,1967,1,24,,,,2085,2085,,,,13.04806211,,,,
1972-0151-AFG,1972,151,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Sarsangi, Narin counties (Hindu Kush region)",,,,,,,,6,Richter,36.278,69.681,19:59,,1972,6,24,1972,6,24,11,15,,,15,,,,16.35652475,,,,
1973-0147-CHN,1973,147,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Western Sichuan,,,,,,,,7,Richter,31.398,100.581,17:37,,1973,2,6,1973,2,6,,,,840,840,,,,17.36698602,,,,
1979-0301-CHN,1979,301,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Nei Mongol, Wu-Yuan",,,,,,,,6,Richter,41.145,108.129,0:59,,1979,8,25,1979,8,25,,104,,2000,2104,,,,28.3875989,,,,
2019-0425-CHN,2019,425,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,5,Richter,29.573,105.064,6:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,100,1,924,,Sichuan Sheng (Adm1).
2019-0520-CHN,2019,520,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),,,,,,,,5,Richter,29.573,105.064,6:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,100,2,,13263,Name Unknown (Adm2).
2021-0225-BTN,2021,225,,Natural,Geophysical,Earthquake,Ground movement,,,Bhutan,BTN,Southern Asia,Asia,,,,,,,,,6,Richter,26.781,92.457,,,2021,4,28,2021,4,28,,2,500,,502,,,,,,,,
2020-0244-CHN,2020,244,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Qiaojia and Ludian (Yunnan province),,,,,,,,5,Richter,27.296,103.281,13:30,,2020,5,18,2020,5,18,4,24,3300,,3324,,,17000,,2,,13306,Zhaotong (Adm2).
2021-0201-CHN,2021,201,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Autonomous Region,,,,,,,,5,Richter,41.816,81.164,5:14,,2021,3,24,2021,3,24,3,,195,,195,,,,,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
2021-0293-CHN,2021,293,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yanbi, Yongping (Yunnan province)",,,,,,,,6,Richter,25.761,100.011,21:48,,2021,5,21,2021,5,21,3,28,39000,,39028,,,50000,,,,,
2020-0100-CHN,2020,100,,Technological,Technological,Miscellaneous accident,Collapse,,Xinjia Hotel,China,CHN,Eastern Asia,Asia,Quanzhou (Fujian),,,,,,,,,,,,,,2020,3,7,2020,3,7,29,,,,,,,,,,,,
1913-0027-IDN,1913,27,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Sangihe Isl.,,Tsunami/Tidal wave,,,,,,8,Richter,5.354,126.121,15:45,,1913,3,14,1913,3,14,138,,,,,,,,3.874530112,,,,
1924-0012-IDN,1924,12,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Java,,,,,,,,,Richter,-7.3,109.8,,,1924,11,12,1924,11,12,60,,,,,,,,6.718461305,,,,
1930-0030-MMR,1930,30,,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,Tharrawaddy,,,,,,,,,Richter,17.4,95.5,,,1930,7,18,1930,7,18,50,,,,,,,,6.548869078,,,,
1932-0019-IDN,1932,19,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon Isl., Ceram Isl.",,Tsunami/Tidal wave,,,,,,,Richter,-3.57,128.35,20:38,,1932,9,9,1932,9,9,,,,365,365,,,,5.348677932,,,,
1936-0028-IDN,1936,28,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Talaud Isl.,,Tsunami/Tidal wave,,,,,,8,Richter,4.5,126.5,19:09,,1936,4,1,1936,4,1,,,,845,845,,,,5.439996824,,,,
1950-0036-IDN,1950,36,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Gresik (Java),,,,,,,,7,Richter,-6,113,20:06,,1950,6,19,1950,6,19,16,50,,,50,,,,9.431936939,,,,
1955-0055-PAK,1955,55,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Quetta,,,,,,,,,Richter,30.5,67,3:48,,1955,2,19,1955,2,19,12,,,,,,,,10.47300041,,,,
1966-0143-IND,1966,143,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,North,,,,,,,,6,Richter,28.7,78.9,7:45,,1966,8,15,1966,8,15,15,,,,,,,,12.69602817,,,,
1967-0134-IDN,1967,134,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Malaysia brder; North Sumatera, Malay Peninsula",,Tsunami/Tidal wave,,,,,,7,Richter,5.121,96.286,11:51,,1967,4,12,1967,4,12,14,,,10000,10000,,,,13.04806211,,,,
1971-0140-IDN,1971,140,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Buaran, Bantar Kawsun, Jipang (Java)",,,,,,,,5,Richter,-7.2,109.1,21:44,,1971,6,16,1971,6,16,1,6,6885,,6891,,,,15.83825463,,,,
2019-0451-IDN,2019,451,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)",,,,,,Yes,,7,Richter,-3.45,128.347,8:46,,2019,9,26,2019,9,26,31,179,247239,,247418,,,,100,1,73615,,Maluku (Adm1).
2019-0460-PAK,2019,460,EQ-2019-000117,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,Mirpur district (Southern Azad Jammu and Kashmir Territory),,,,,,,,6,Richter,33.106,73.766,16:01,,2019,9,24,2019,9,24,39,746,129652,,130398,,,17000,100,2,,40413,Administrative unit not available (Adm2).
2021-0003-IDN,2021,3,EQ-2021-000003,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,-2.976,118.901,1:28,,2021,1,15,2021,1,15,110,826,99827,,100653,,,58700,,2,,18177;73786;73828,"Majene, Mamuju, Polewalimamasa (Adm2)."
2021-0323-IDN,2021,323,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tehoru (Central Maluku Regency, south of Maluku Islands)",,Tsunami/Tidal wave,,,,,,6,Richter,-3.593,129.503,11:43,,2021,6,16,2021,6,16,,,750,,750,,,,,,,,
2020-0225-IDN,2020,225,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island (Bau Island)",,,,,,,,6,Richter,2.911,128.248,15:49,,2020,6,4,2020,6,4,,,1490,70,1560,,,,,2,,73681,Halmahera Utara (Adm2).
2021-0200-IDN,2021,200,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,East Java region,,,,,,,,6,Richter,-8.562,112.519,,,2021,4,11,2021,4,11,9,39,5520,420,5979,,,,,1,1521,,Jawa Timur (Adm1).
2021-0225-IND,2021,225,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Kamrup and Nagaon (Sonitpur District, northern Assam State)",,,,,,,,6,Richter,26.781,92.457,7:51,,2021,4,28,2021,4,28,2,10,3000,,3010,,,,,2,,17593,Sonitpur (Adm2).
2020-0435-IND,2020,435,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bhiwandi (near Bombay),,,,,,,,,,,,,,2020,9,21,2020,9,21,44,,,,,,,,,,,,
2021-0034-IND,2021,34,,Technological,Technological,Miscellaneous accident,Collapse,,Roof of a crematorium,India,IND,Southern Asia,Asia,Ghaziabad,,,,,,,,,,,,,,2021,1,3,2021,1,3,20,15,,,15,,,,,,,,
2020-0443-PAK,2020,443,,Technological,Technological,Industrial accident,Collapse,,Marble mine,Pakistan,PAK,Southern Asia,Asia,Mohmand (Khyber-Pakhtunkhwa),,,,,,,,,m3,,,,,2020,9,8,2020,9,8,18,20,,,20,,,,,,,,
